index,X,Y,Desc_,UpdateDate,UpdateTime,UTCoffset,linear_reference,Route,ImageName,ImageURL,VideoURL,ORG,Type,FID,REGION
10,-91.0992,40.813,RWIS - US 34 MM 263.5 @ Burlington,20181130.0,145311.0,-500.0,263.5,US 34,RWIS - US 34 MM 263.5 @ Burlington: Position 6,http://205.221.97.102/RWIS/Vid-000512007-00-05.jpg,,IADOT,RWIS,11,RWIS Cameras
11,-91.0992,40.813,RWIS - US 34 MM 263.5 @ Burlington,20181130.0,145311.0,-500.0,263.5,US 34,RWIS - US 34 MM 263.5 @ Burlington: Position 1,http://205.221.97.102/RWIS/Vid-000512007-00-00.jpg,,IADOT,RWIS,12,RWIS Cameras
12,-93.039129,41.682955,NW - I-80 @ E. 12th St. (05),20181130.0,145311.0,-500.0,166.3,I-80,NW - I-80 @ E. 12th St. (05),http://205.221.66.10/axis/NWTV05.jpg,http://205.221.66.10:1935/live/nwtv05lb.stream/manifest.m3u8,IADOT,Iowa DOT,13,Newton
13,-92.334652,42.488552,WL - US 218 @ E. 11th St (24),20181130.0,145311.0,-500.0,180.7,US 218,WL - US 218 @ E. 11th St (24),http://216.159.161.35/wl_photos/wltv24.jpg,http://216.159.161.35:1935/live/wltv24lb.stream/manifest.m3u8,IADOT,Iowa DOT,14,Waterloo
14,-90.67735400000001,41.602628,QC - I-80 @ I-280(16),20181130.0,145311.0,-500.0,289.9,I-80,QC - I-80 @ I-280(16),http://204.8.38.202/qc_snapshot/qctv16.jpg,http://204.8.38.202:1935/live/qctv16lb.stream/manifest.m3u8,IADOT,Iowa DOT,15,Quad Cities
15,-91.56990400000001,41.924906,CR - US 30 @ E of Jappa Rd (33),20181130.0,145311.0,-500.0,257.9,US 30,CR - US 30 @ E of Jappa Rd (33),http://207.28.200.108/snapshots/CRTV33.jpg,http://207.28.200.108:1935/live/crtv33lb.stream/manifest.m3u8,IADOT,Iowa DOT,16,Cedar Rapids
16,-90.6777,41.602333,RWIS - I-80 MM 290 @ Davenport,20181130.0,145311.0,-500.0,289.9,I-80,RWIS - I-80 MM 290 @ Davenport: Position 1,http://205.221.97.102/RWIS/Vid-000512014-00-00.jpg,,IADOT,RWIS,17,RWIS Cameras
17,-90.6777,41.602333,RWIS - I-80 MM 290 @ Davenport,20181130.0,145311.0,-500.0,289.9,I-80,RWIS - I-80 MM 290 @ Davenport: Position 2,http://205.221.97.102/RWIS/Vid-000512014-00-01.jpg,,IADOT,RWIS,18,RWIS Cameras
18,-90.6777,41.602333,RWIS - I-80 MM 290 @ Davenport,20181130.0,145311.0,-500.0,289.9,I-80,RWIS - I-80 MM 290 @ Davenport: Position 3,http://205.221.97.102/RWIS/Vid-000512014-00-02.jpg,,IADOT,RWIS,19,RWIS Cameras
19,-90.6777,41.602333,RWIS - I-80 MM 290 @ Davenport,20181130.0,145311.0,-500.0,289.9,I-80,RWIS - I-80 MM 290 @ Davenport: Position 4,http://205.221.97.102/RWIS/Vid-000512014-00-03.jpg,,IADOT,RWIS,20,RWIS Cameras
20,-90.6777,41.602333,RWIS - I-80 MM 290 @ Davenport,20181130.0,145311.0,-500.0,289.9,I-80,RWIS - I-80 MM 290 @ Davenport: Position 5,http://205.221.97.102/RWIS/Vid-000512014-00-04.jpg,,IADOT,RWIS,21,RWIS Cameras
21,-90.6777,41.602333,RWIS - I-80 MM 290 @ Davenport,20181130.0,145311.0,-500.0,289.9,I-80,RWIS - I-80 MM 290 @ Davenport: Position 6,http://205.221.97.102/RWIS/Vid-000512014-00-05.jpg,,IADOT,RWIS,22,RWIS Cameras
22,-90.6777,41.602333,RWIS - I-80 MM 290 @ Davenport,20181130.0,145311.0,-500.0,289.9,I-80,RWIS - I-80 MM 290 @ Davenport: Position 7,http://205.221.97.102/RWIS/Vid-000512014-00-06.jpg,,IADOT,RWIS,23,RWIS Cameras
23,-95.658712,41.403845000000004,Rest Area: I-80 WB MM 19 near Underwood,20181130.0,145311.0,-500.0,19.0,I-80,RA80WB19 - Center,http://205.221.66.9/RestAreas/RA80WB19-01-CENTER.jpg,,IADOT,Rest Area/Parking,24,Other
24,-95.658712,41.403845000000004,Rest Area: I-80 WB MM 19 near Underwood,20181130.0,145311.0,-500.0,19.0,I-80,RA80WB19 - Entry,http://205.221.66.9/RestAreas/RA80WB19-01-ENTRY.jpg,,IADOT,Rest Area/Parking,25,Other
25,-95.658712,41.403845000000004,Rest Area: I-80 WB MM 19 near Underwood,20181130.0,145311.0,-500.0,19.0,I-80,RA80WB19 - Exit,http://205.221.66.9/RestAreas/RA80WB19-01-EXIT.jpg,,IADOT,Rest Area/Parking,26,Other
26,-93.77981,41.36289,DM - I-35 @ IA 92 (78),20181130.0,145311.0,-500.0,56.77,I-35,DM - I-35 @ IA 92 (78),http://205.221.66.10/axis/DMTV78.jpg,http://205.221.66.10:1935/live/dmtv78lb.stream/manifest.m3u8,IADOT,Iowa DOT,27,Des Moines
27,-95.826199,41.237776000000004,CB - I-80 @ Woodbury Ave (58),20181130.0,145311.0,-500.0,4.8,I-80,CB - I-80 @ Woodbury Ave (58),http://216.159.73.20/cb_photos/CBTV58.jpg,http://216.159.73.20:1935/live/cbtv58lb.stream/manifest.m3u8,IADOT,Iowa DOT,28,Council Bluffs
28,-96.3466,42.443296999999994,SC - US 20 @ Lakeport (14),20181130.0,145311.0,-500.0,1.75,US 20,SC - US 20 @ Lakeport (14),http://96.63.178.132/sc_photos/SCTV14.jpg,http://96.63.178.132:1935/live/sctv14lb.stream/manifest.m3u8,IADOT,Iowa DOT,29,Sioux City
29,-92.795236,41.6951,NW - I-80 @ Hwy T38N (12),20181130.0,145311.0,-500.0,179.1,I-80,NW - I-80 @ Hwy T38N (12),http://205.221.66.10/axis/NWTV12.jpg,http://205.221.66.10:1935/live/nwtv12lb.stream/manifest.m3u8,IADOT,Iowa DOT,30,Newton
30,-91.64256999999999,41.708228999999996,6W - I-380 @ US 6 (IWZ 3173),20181130.0,145311.0,-500.0,1.0,I-380,6W - I-380 @ US 6 (IWZ 3173),http://205.221.66.10/axis/IWZ3173.jpg,http://205.221.66.10:1935/live/iwz3173lb.stream/manifest.m3u8,IADOT,Iowa DOT,31,IWZ
31,-93.674369,41.591190999999995,DM - I-235 @ 42nd St (13),20181130.0,145311.0,-500.0,5.423098626215809,I-235,DM - I-235 @ 42nd St (13),http://205.221.66.10/axis/DMTV13.jpg,http://205.221.66.10:1935/live/dmtv13lb.stream/manifest.m3u8,IADOT,Iowa DOT,32,Des Moines
32,-93.848615,40.680569,5V - I-35 @ MM 8.75 (IWZ 3189),20181130.0,145311.0,-500.0,8.75,I-35,5V - I-35 @ MM 8.75 (IWZ 3189),http://205.221.66.10/axis/IWZ3189.jpg,http://205.221.66.10:1935/live/iwz3105lb.stream/manifest.m3u8,IADOT,Iowa DOT,33,IWZ
33,-91.67576700000001,41.975675,CR - I-380 @ 1st Ave SW (09),20181130.0,145311.0,-500.0,19.8,I-380,CR - I-380 @ 1st Ave SW (09),http://207.28.200.108/snapshots/CRTV09.jpg,http://207.28.200.108:1935/live/crtv09lb.stream/manifest.m3u8,IADOT,Iowa DOT,34,Cedar Rapids
34,-93.57101899999999,41.979323,AM - I-35 @ 260th St (05),20181130.0,145311.0,-500.0,109.0,I-35,AM - I-35 @ 260th St (05),http://205.221.97.105/snapshots/AMTV05.jpg,http://205.221.97.105:1935/live/amtv05lb.stream/manifest.m3u8,IADOT,Iowa DOT,35,Ames
35,-93.778578,41.642522,DM - I-35/80 @ Meredith Dr (57),20181130.0,145311.0,-500.0,124.320507844353,I-80,DM - I-35/80 @ Meredith Dr (57),http://205.221.66.10/axis/DMTV57.jpg,http://205.221.66.10:1935/live/dmtv57lb.stream/manifest.m3u8,IADOT,Iowa DOT,36,Des Moines
36,-95.837216,41.26791,CB - Kanesville @ N Broadway (31),20181130.0,145311.0,-500.0,,Kanesville,CB - Kanesville @ N Broadway (31),http://216.159.73.20/cb_photos/CBTV31.jpg,http://216.159.73.20:1935/live/cbtv31lb.stream/manifest.m3u8,IADOT,Iowa DOT,37,Council Bluffs
37,-91.684148,42.045618,CR - I-380 @ Boyson Rd (19),20181130.0,145312.0,-500.0,25.3,I-380,CR - I-380 @ Boyson Rd (19),http://207.28.200.108/snapshots/CRTV19.jpg,http://207.28.200.108:1935/live/crtv19lb.stream/manifest.m3u8,IADOT,Iowa DOT,38,Cedar Rapids
38,-95.0888,43.126833000000005,RWIS - US 18 MM 85 near Spencer,20181130.0,145312.0,-500.0,85.0,US 18,RWIS - US 18 MM 85 near Spencer: US 18 Bridge,http://205.221.97.102/RWIS/Vid-000512042-00-00.jpg,,IADOT,RWIS,39,RWIS Cameras
39,-95.0888,43.126833000000005,RWIS - US 18 MM 85 near Spencer,20181130.0,145312.0,-500.0,85.0,US 18,RWIS - US 18 MM 85 near Spencer: US 18 East,http://205.221.97.102/RWIS/Vid-000512042-00-01.jpg,,IADOT,RWIS,40,RWIS Cameras
40,-95.0888,43.126833000000005,RWIS - US 18 MM 85 near Spencer,20181130.0,145312.0,-500.0,85.0,US 18,RWIS - US 18 MM 85 near Spencer: US 18 Roadway,http://205.221.97.102/RWIS/Vid-000512042-00-02.jpg,,IADOT,RWIS,41,RWIS Cameras
41,-95.0888,43.126833000000005,RWIS - US 18 MM 85 near Spencer,20181130.0,145312.0,-500.0,85.0,US 18,RWIS - US 18 MM 85 near Spencer: US 18 West,http://205.221.97.102/RWIS/Vid-000512042-00-03.jpg,,IADOT,RWIS,42,RWIS Cameras
42,-92.230564,41.695281,Rest Area: I-80 EB MM 208 near Victor,20181130.0,145312.0,-500.0,208.0,I-80,RA80EB208 - Center,http://205.221.66.9/RestAreas/RA80EB208-01-CENTER.jpg,,IADOT,Rest Area/Parking,43,Other
43,-92.230564,41.695281,Rest Area: I-80 EB MM 208 near Victor,20181130.0,145312.0,-500.0,208.0,I-80,RA80EB208 - Entry,http://205.221.66.9/RestAreas/RA80EB208-01-ENTRY.jpg,,IADOT,Rest Area/Parking,44,Other
44,-92.230564,41.695281,Rest Area: I-80 EB MM 208 near Victor,20181130.0,145312.0,-500.0,208.0,I-80,RA80EB208 - Exit,http://205.221.66.9/RestAreas/RA80EB208-01-EXIT.jpg,,IADOT,Rest Area/Parking,45,Other
45,-90.515736,41.516946999999995,QC - I-74 @ Toll Plaza to IL (06),20181130.0,145312.0,-500.0,5.21,I-74,QC - I-74 @ Toll Plaza to IL (06),http://204.8.38.202/qc_snapshot/qctv06.jpg,http://204.8.38.202:1935/live/qctv06lb.stream/manifest.m3u8,IADOT,Iowa DOT,46,Quad Cities
46,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 6,http://205.221.97.102/RWIS/Vid-000512028-00-05.jpg,,IADOT,RWIS,47,RWIS Cameras
47,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 2,http://205.221.97.102/RWIS/Vid-000512028-00-01.jpg,,IADOT,RWIS,48,RWIS Cameras
48,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 3,http://205.221.97.102/RWIS/Vid-000512028-00-02.jpg,,IADOT,RWIS,49,RWIS Cameras
49,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 4,http://205.221.97.102/RWIS/Vid-000512028-00-03.jpg,,IADOT,RWIS,50,RWIS Cameras
50,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 5,http://205.221.97.102/RWIS/Vid-000512028-00-04.jpg,,IADOT,RWIS,51,RWIS Cameras
51,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 1,http://205.221.97.102/RWIS/Vid-000512028-00-05.jpg,,IADOT,RWIS,52,RWIS Cameras
52,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 7,http://205.221.97.102/RWIS/Vid-000512028-00-06.jpg,,IADOT,RWIS,53,RWIS Cameras
53,-90.6835,42.0685,RWIS - US 61 MM 159 @ Maquoketa,20181130.0,145312.0,-500.0,159.0,US 61,RWIS - US 61 MM 159 @ Maquoketa: Position 8,http://205.221.97.102/RWIS/Vid-000512028-00-07.jpg,,IADOT,RWIS,54,RWIS Cameras
54,-93.356641,43.177078,D2 - I-35 @ MM 196.3 near Clear Lake (D2TV01),20181130.0,145312.0,-500.0,196.3,I-35,D2 - I-35 @ MM 196.3 near Clear Lake (D2TV01),http://205.221.66.10/Rural/D2TV01.jpg,,IADOT,Iowa DOT,55,Districts
55,-93.077276,41.683652,NW - I-80 @ IA 14 (03),20181130.0,145312.0,-500.0,164.3,I-80,NW - I-80 @ IA 14 (03),http://205.221.66.10/axis/NWTV03.jpg,http://205.221.66.10:1935/live/nwtv03lb.stream/manifest.m3u8,IADOT,Iowa DOT,56,Newton
56,-95.87811500000001,41.274991,CB - I-29 @ 25th Street (22),20181130.0,145312.0,-500.0,55.842721999999995,I-29,CB - I-29 @ 25th Street (22),http://216.159.73.20/cb_photos/CBTV22.jpg,http://216.159.73.20:1935/live/cbtv22lb.stream/manifest.m3u8,IADOT,Iowa DOT,57,Council Bluffs
57,-93.815578,42.034339,BN - US 30 @ IA 17 (03),20181130.0,145312.0,-500.0,137.0,US 30,BN - US 30 @ IA 17 (03),http://205.221.97.105/snapshots/BNTV03.jpg,http://205.221.97.105:1935/live/bntv03lb.stream/manifest.m3u8,IADOT,Iowa DOT,58,Ames
58,-93.578274,41.669295,DM - I-35 @ Corporate Woods DMS (37),20181130.0,145312.0,-500.0,87.7431502788999,I-35,DM - I-35 @ Corporate Woods DMS (37),http://205.221.66.10/axis/DMTV37.jpg,http://205.221.66.10:1935/live/dmtv37lb.stream/manifest.m3u8,IADOT,Iowa DOT,59,Des Moines
59,-91.441932,42.050665,D6 - US 151 @ MM 43.5 near Springville E (D6TV04),20181130.0,145312.0,-500.0,43.5,US 151,D6 - US 151 @ MM 43.5 near Springville E (D6TV04),http://205.221.66.10/Rural/D6TV04.jpg,,IADOT,Iowa DOT,60,Districts
60,-90.515006,41.53229,QC - I-74 @ Last Iowa Exit (08),20181130.0,145312.0,-500.0,4.73,I-74,QC - I-74 @ Last Iowa Exit (08),http://204.8.38.202/qc_snapshot/qctv08.jpg,http://204.8.38.202:1935/live/qctv08lb.stream/manifest.m3u8,IADOT,Iowa DOT,61,Quad Cities
61,-91.65440799999999,41.818836,IC - I-380 @ Iowa River (17),20181130.0,145312.0,-500.0,7.84306478140733,I-380,IC - I-380 @ Iowa River (17),http://207.28.200.108/snapshots/ictv17.jpg,http://207.28.200.108:1935/live/ictv17lb.stream/manifest.m3u8,IADOT,Iowa DOT,62,Iowa City
62,-93.73567299999999,41.593015,DM - I-235 @ 22nd St in WDM (16),20181130.0,145312.0,-500.0,2.1962791937123503,I-235,DM - I-235 @ 22nd St in WDM (16),http://205.221.66.10/axis/DMTV16.jpg,http://205.221.66.10:1935/live/dmtv16lb.stream/manifest.m3u8,IADOT,Iowa DOT,63,Des Moines
63,-90.525275,41.596413,QC - I-74 @ I-80 (19),20181130.0,145312.0,-500.0,0.1,I-74,QC - I-74 @ I-80 (19),http://204.8.38.202/qc_snapshot/qctv19.jpg,http://204.8.38.202:1935/live/qctv19lb.stream/manifest.m3u8,IADOT,Iowa DOT,64,Quad Cities
64,-92.06200000000001,40.6578,RWIS - IA 2 MM 219 near Cantril,20181130.0,145312.0,-500.0,219.0,IA 2,RWIS - IA 2 MM 219 near Cantril: IA 2 Roadway,http://205.221.97.102/RWIS/Vid-000512059-00-00.jpg,,IADOT,RWIS,65,RWIS Cameras
65,-92.06200000000001,40.6578,RWIS - IA 2 MM 219 near Cantril,20181130.0,145312.0,-500.0,219.0,IA 2,RWIS - IA 2 MM 219 near Cantril: IA 2 East,http://205.221.97.102/RWIS/Vid-000512059-00-01.jpg,,IADOT,RWIS,66,RWIS Cameras
66,-92.06200000000001,40.6578,RWIS - IA 2 MM 219 near Cantril,20181130.0,145312.0,-500.0,219.0,IA 2,RWIS - IA 2 MM 219 near Cantril: IA 2 West,http://205.221.97.102/RWIS/Vid-000512059-00-02.jpg,,IADOT,RWIS,67,RWIS Cameras
67,-92.4212,41.016833,RWIS - US 63 MM 35 @ Ottumwa,20181130.0,145312.0,-500.0,35.0,US 63,RWIS - US 63 MM 35 @ Ottumwa: US 63 Bridge,http://205.221.97.102/RWIS/Vid-000512036-00-00.jpg,,IADOT,RWIS,68,RWIS Cameras
68,-92.4212,41.016833,RWIS - US 63 MM 35 @ Ottumwa,20181130.0,145312.0,-500.0,35.0,US 63,RWIS - US 63 MM 35 @ Ottumwa: US 63 North,http://205.221.97.102/RWIS/Vid-000512036-00-01.jpg,,IADOT,RWIS,69,RWIS Cameras
69,-92.4212,41.016833,RWIS - US 63 MM 35 @ Ottumwa,20181130.0,145312.0,-500.0,35.0,US 63,RWIS - US 63 MM 35 @ Ottumwa: US 63 South Zoom,http://205.221.97.102/RWIS/Vid-000512036-00-02.jpg,,IADOT,RWIS,70,RWIS Cameras
70,-92.4212,41.016833,RWIS - US 63 MM 35 @ Ottumwa,20181130.0,145312.0,-500.0,35.0,US 63,RWIS - US 63 MM 35 @ Ottumwa: US 63 South,http://205.221.97.102/RWIS/Vid-000512036-00-03.jpg,,IADOT,RWIS,71,RWIS Cameras
71,-91.671625,41.945563,CR - I-380 @ 33rd Ave SW (06),20181130.0,145312.0,-500.0,17.6,I-380,CR - I-380 @ 33rd Ave SW (06),http://207.28.200.108/snapshots/CRTV06.jpg,http://207.28.200.108:1935/live/crtv06lb.stream/manifest.m3u8,IADOT,Iowa DOT,72,Cedar Rapids
72,-95.862928,41.232599,CB - I-29/80 @ WB On Ramp S Expressway (48),20181130.0,145312.0,-500.0,,I-29/80,CB - I-29/80 @ WB On Ramp S Expressway (48),http://216.159.73.20/cb_photos/CBTV48.jpg,http://216.159.73.20:1935/live/cbtv48lb.stream/manifest.m3u8,IADOT,Iowa DOT,73,Council Bluffs
73,-93.455353,42.67383,D2 - I-35 @ MM 160 near Dows (D2TV08),20181130.0,145312.0,-500.0,160.0,I-35,D2 - I-35 @ MM 160 near Dows (D2TV08),http://205.221.66.10/Rural/D2TV08.jpg,,IADOT,Iowa DOT,74,Districts
74,-93.577742,41.734871999999996,1AM - I-35 @ N of 1st St (IWZ3183),20181130.0,145312.0,-500.0,92.84,I-35,1AM - I-35 @ N of 1st St (IWZ3183),http://205.221.97.105/snapshots/IWZ3183.jpg,http://205.221.97.105:1935/live/iwz3183lb.stream/manifest.m3u8,IADOT,Iowa DOT,75,IWZ
75,-91.55086800000001,41.994883,CR - IA 13 @ Cottage Grove Pkwy (50),20181130.0,145312.0,-500.0,35.0,IA 13,CR - IA 13 @ Cottage Grove Pkwy (50),http://207.28.200.108/snapshots/CRTV50.jpg,http://207.28.200.108:1935/live/crtv50lb.stream/manifest.m3u8,IADOT,Iowa DOT,76,Cedar Rapids
76,-92.40986600000001,41.181338000000004,5AB - IA 23 @ IA 149 (IWZ 3114),20181130.0,145312.0,-500.0,0.0,IA 23,5AB - IA 23 @ IA 149 (IWZ 3114),http://205.221.66.10/axis/IWZ3114.jpg,http://205.221.66.10:1935/live/iwz3114lb.stream/manifest.m3u8,IADOT,Iowa DOT,77,IWZ
77,-92.999912,41.682722999999996,NW - I-80 @ Speedway Dr. (07),20181130.0,145312.0,-500.0,168.3,I-80,NW - I-80 @ Speedway Dr. (07),http://205.221.66.10/axis/NWTV07.jpg,http://205.221.66.10:1935/live/nwtv07lb.stream/manifest.m3u8,IADOT,Iowa DOT,78,Newton
78,-93.576414,41.679928000000004,DM - I-35 @ Corporate Woods (53),20181130.0,145312.0,-500.0,89.1,I-35,DM - I-35 @ Corporate Woods (53),http://205.221.66.10/axis/DMTV53.jpg,http://205.221.66.10:1935/live/dmtv53lb.stream/manifest.m3u8,IADOT,Iowa DOT,79,Des Moines
79,-93.543377,41.657006,DM - I-80 @ 38th in Altoona (54),20181130.0,145312.0,-500.0,139.0,I-80,DM - I-80 @ 38th in Altoona (54),http://205.221.66.10/axis/DMTV54.jpg,http://205.221.66.10:1935/live/dmtv54lb.stream/manifest.m3u8,IADOT,Iowa DOT,80,Des Moines
80,-94.561699,41.496246,Rest Area: I-80 EB MM 80 near Adair,20181130.0,145312.0,-500.0,80.0,I-80,RA80EB80 - Center,http://205.221.66.9/RestAreas/RA80EB80-01-CENTER.jpg,,IADOT,Rest Area/Parking,81,Other
81,-94.561699,41.496246,Rest Area: I-80 EB MM 80 near Adair,20181130.0,145312.0,-500.0,80.0,I-80,RA80EB80 - Entry,http://205.221.66.9/RestAreas/RA80EB80-01-ENTRY.jpg,,IADOT,Rest Area/Parking,82,Other
82,-94.561699,41.496246,Rest Area: I-80 EB MM 80 near Adair,20181130.0,145312.0,-500.0,80.0,I-80,RA80EB80 - Exit,http://205.221.66.9/RestAreas/RA80EB80-01-EXIT.jpg,,IADOT,Rest Area/Parking,83,Other
83,-93.729773,41.765611,DM - IA 415 @ Mile Long Bridge (66),20181130.0,145312.0,-500.0,13.482763557138199,IA 415,DM - IA 415 @ Mile Long Bridge (66),http://205.221.66.10/axis/DMTV66.jpg,http://205.221.66.10:1935/live/dmtv66lb.stream/manifest.m3u8,IADOT,Iowa DOT,84,Des Moines
84,-91.676244,42.034942,CR - I-380 @ Blairs Ferry Rd NE (18),20181130.0,145312.0,-500.0,24.4,I-380,CR - I-380 @ Blairs Ferry Rd NE (18),http://207.28.200.108/snapshots/CRTV18.jpg,http://207.28.200.108:1935/live/crtv18lb.stream/manifest.m3u8,IADOT,Iowa DOT,85,Cedar Rapids
85,-93.8417,40.738667,RWIS - I-35 MM 13 near Leon,20181130.0,145312.0,-500.0,13.0,I-35,RWIS - I-35 MM 13 near Leon: IA 2 East,http://205.221.97.102/RWIS/Vid-000512026-00-00.jpg,,IADOT,RWIS,86,RWIS Cameras
86,-93.8417,40.738667,RWIS - I-35 MM 13 near Leon,20181130.0,145312.0,-500.0,13.0,I-35,RWIS - I-35 MM 13 near Leon: I-35 North,http://205.221.97.102/RWIS/Vid-000512026-00-01.jpg,,IADOT,RWIS,87,RWIS Cameras
87,-93.8417,40.738667,RWIS - I-35 MM 13 near Leon,20181130.0,145312.0,-500.0,13.0,I-35,RWIS - I-35 MM 13 near Leon: I-35 South,http://205.221.97.102/RWIS/Vid-000512026-00-02.jpg,,IADOT,RWIS,88,RWIS Cameras
88,-93.8417,40.738667,RWIS - I-35 MM 13 near Leon,20181130.0,145312.0,-500.0,13.0,I-35,RWIS - I-35 MM 13 near Leon: IA 2 Bridge,http://205.221.97.102/RWIS/Vid-000512026-00-03.jpg,,IADOT,RWIS,89,RWIS Cameras
89,-93.8417,40.738667,RWIS - I-35 MM 13 near Leon,20181130.0,145312.0,-500.0,13.0,I-35,RWIS - I-35 MM 13 near Leon: IA 2 West,http://205.221.97.102/RWIS/Vid-000512026-00-04.jpg,,IADOT,RWIS,90,RWIS Cameras
90,-95.839759,41.2312,CB - I-80 @ East I-29 Interchange (57),20181130.0,145312.0,-500.0,51.6,I-29,CB - I-80 @ East I-29 Interchange (57),http://216.159.73.20/cb_photos/CBTV57.jpg,http://216.159.73.20:1935/live/cbtv57.lb.stream/manifest.m3u8,IADOT,Iowa DOT,91,Council Bluffs
91,-90.586007,41.599111,6AM - I-80 @ US 61 (IWZ 3151),20181130.0,145312.0,-500.0,294.7,I-80,6AM - I-80 @ US 61 (IWZ 3151),http://204.8.38.202/qc_snapshot/iwz3151.jpg,http://204.8.38.202:1935/live/iwz3151lb.stream/manifest.m3u8,IADOT,Iowa DOT,92,IWZ
92,-96.373508,42.445765,SC - I-29 @ US 20 - South (05),20181130.0,145312.0,-500.0,144.48169509824498,I-29,SC - I-29 @ US 20 - South (05),http://96.63.178.132/sc_photos/SCTV05.jpg,http://96.63.178.132:1935/live/sctv05lb.stream/manifest.m3u8,IADOT,Iowa DOT,93,Sioux City
93,-91.62110899999999,42.025595,CR - Collins Rd @ 1st Ave E (42),20181130.0,145312.0,-500.0,,Collins Rd,CR - Collins Rd @ 1st Ave E (42),http://207.28.200.108/snapshots/CRTV42.jpg,http://207.28.200.108:1935/live/crtv42lb.stream/manifest.m3u8,IADOT,Iowa DOT,94,Cedar Rapids
